ID,Customer Age (in months),CHI Score Month 0,CHI Score 0-1,Support Cases Month 0,Support Cases 0-1,SP Month 0,SP 0-1,Logins 0-1,Blog Articles 0-1,Views 0-1, Days Since Last Login 0-1,"Churn (1 = Yes, 0 = No)",
5055.00,5.00,154.00,19.00,5.00,-1.00,3.00,0.00,73.00,1.00,121.00,0.00,0.00,
5056.00,4.00,101.00,101.00,1.00,1.00,3.00,3.00,70.00,4.00,0.00,6.00,0.00,
5057.00,5.00,78.00,73.00,6.00,3.00,3.00,0.00,13.00,0.00,9.00,6.00,0.00,
5058.00,5.00,172.00,-29.00,11.00,-8.00,3.00,0.00,28.00,9.00,59.00,0.00,0.00,
5059.00,5.00,80.00,80.00,2.00,2.00,2.50,2.50,36.00,1.00,0.00,18.00,0.00,
5060.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
5061.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
5062.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
5063.00,5.00,91.00,28.00,0.00,-2.00,0.00,-3.00,32.00,2.00,-52.00,0.00,0.00,
5064.00,5.00,138.00,47.00,0.00,0.00,0.00,0.00,17.00,1.00,1.00,-3.00,0.00,
5065.00,3.00,47.00,47.00,0.00,0.00,0.00,0.00,18.00,0.00,0.00,0.00,0.00,
5066.00,5.00,18.00,18.00,1.00,1.00,2.00,2.00,9.00,0.00,-5.00,6.00,0.00,
5067.00,5.00,24.00,-36.00,0.00,0.00,0.00,0.00,-9.00,0.00,1.00,4.00,0.00,
5068.00,4.00,54.00,54.00,6.00,6.00,3.00,3.00,72.00,0.00,0.00,0.00,0.00,
5069.00,5.00,102.00,-6.00,1.00,-5.00,3.00,0.17,-36.00,1.00,17.00,3.00,0.00,
5070.00,5.00,17.00,-38.00,0.00,0.00,0.00,0.00,-18.00,0.00,50.00,0.00,0.00,
5071.00,3.00,12.00,12.00,2.00,2.00,3.00,3.00,42.00,0.00,0.00,0.00,0.00,
5072.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,
5073.00,5.00,18.00,18.00,3.00,0.00,3.00,0.00,-9.00,0.00,0.00,4.00,0.00,
5074.00,5.00,172.00,124.00,7.00,-3.00,3.00,0.00,24.00,7.00,613.00,0.00,0.00,
5075.00,5.00,149.00,-10.00,0.00,-3.00,0.00,-3.00,70.00,1.00,644.00,-1.00,0.00,
5076.00,4.00,139.00,-7.00,2.00,-10.00,3.00,0.00,-57.00,1.00,284.00,2.00,0.00,
5077.00,5.00,137.00,16.00,0.00,-1.00,0.00,-3.00,2.00,7.00,9.00,0.00,0.00,
5078.00,5.00,150.00,10.00,0.00,-1.00,0.00,0.00,43.00,0.00,906.00,3.00,0.00,
5079.00,5.00,153.00,61.00,1.00,-1.00,3.00,0.00,44.00,3.00,908.00,0.00,0.00,
5080.00,5.00,5.00,5.00,0.00,0.00,0.00,0.00,6.00,0.00,-41.00,31.00,0.00,
5081.00,5.00,112.00,52.00,0.00,-2.00,0.00,-3.00,-21.00,1.00,-1.00,-3.00,0.00,
5082.00,3.00,5.00,5.00,0.00,0.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,
5083.00,4.00,141.00,124.00,0.00,0.00,0.00,0.00,78.00,17.00,49.00,0.00,0.00,
5084.00,5.00,86.00,73.00,3.00,3.00,3.00,3.00,61.00,2.00,7.00,-10.00,0.00,
5085.00,4.00,140.00,89.00,6.00,6.00,3.00,3.00,164.00,7.00,1.00,0.00,0.00,
5086.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,31.00,0.00,
5087.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,0.00,0.00,26.00,0.00,
5088.00,5.00,44.00,-9.00,0.00,-1.00,0.00,-3.00,-9.00,0.00,80.00,4.00,0.00,
5089.00,5.00,61.00,-11.00,0.00,-9.00,0.00,-3.00,-39.00,1.00,166.00,0.00,0.00,
5090.00,5.00,78.00,27.00,3.00,2.00,3.00,0.00,-1.00,2.00,-2.00,0.00,0.00,
5091.00,5.00,28.00,28.00,0.00,0.00,0.00,0.00,34.00,0.00,0.00,17.00,0.00,
5092.00,5.00,77.00,16.00,2.00,-2.00,2.50,0.00,7.00,2.00,16.00,1.00,0.00,
5093.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
5094.00,5.00,0.00,0.00,0.00,-1.00,0.00,-3.00,-10.00,0.00,1.00,14.00,0.00,
5095.00,5.00,122.00,66.00,2.00,-2.00,3.00,0.00,23.00,4.00,10.00,1.00,0.00,
5096.00,5.00,33.00,33.00,0.00,0.00,0.00,0.00,8.00,1.00,0.00,3.00,0.00,
5097.00,5.00,57.00,-28.00,5.00,0.00,3.00,0.00,4.00,-1.00,23.00,0.00,0.00,
5098.00,5.00,0.00,-6.00,0.00,-2.00,0.00,-3.00,-32.00,0.00,-3.00,-2.00,0.00,
5099.00,5.00,4.00,-6.00,0.00,0.00,0.00,0.00,-6.00,0.00,0.00,7.00,0.00,
5100.00,5.00,136.00,17.00,0.00,-7.00,0.00,-3.00,-74.00,-1.00,288.00,0.00,0.00,
5101.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,0.00,0.00,22.00,0.00,
5102.00,4.00,175.00,3.00,1.00,0.00,3.00,0.00,135.00,1.00,11626.00,0.00,0.00,
5103.00,5.00,101.00,-45.00,3.00,2.00,3.00,0.00,-29.00,-3.00,52.00,-1.00,0.00,
5104.00,5.00,200.00,195.00,1.00,-2.00,3.00,0.00,143.00,2.00,-47.00,0.00,0.00,
5105.00,4.00,112.00,41.00,11.00,7.00,3.00,0.00,230.00,0.00,0.00,0.00,0.00,
5106.00,5.00,215.00,23.00,0.00,-2.00,0.00,-2.50,-111.00,6.00,1100.00,0.00,0.00,
5107.00,5.00,148.00,32.00,0.00,-2.00,0.00,-3.00,44.00,2.00,125.00,2.00,0.00,
5108.00,5.00,149.00,49.00,1.00,-1.00,3.00,0.00,53.00,-1.00,161.00,-2.00,0.00,
5109.00,4.00,125.00,42.00,2.00,0.00,3.00,0.00,57.00,5.00,12.00,0.00,0.00,
5110.00,5.00,155.00,1.00,2.00,-9.00,3.00,0.00,-103.00,0.00,-1.00,0.00,0.00,
5111.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,-9.00,0.00,0.00,7.00,0.00,
5112.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,
5113.00,5.00,48.00,6.00,0.00,-2.00,0.00,-2.50,-7.00,0.00,2.00,1.00,0.00,
5114.00,4.00,105.00,60.00,1.00,1.00,3.00,3.00,14.00,0.00,11.00,0.00,0.00,
5115.00,5.00,84.00,84.00,4.00,4.00,3.00,3.00,213.00,0.00,0.00,1.00,0.00,
5116.00,4.00,108.00,25.00,5.00,4.00,3.00,0.00,102.00,0.00,32.00,0.00,0.00,
5117.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
5118.00,5.00,198.00,113.00,4.00,4.00,3.00,3.00,170.00,2.00,37.00,-1.00,0.00,
5119.00,5.00,70.00,-11.00,0.00,0.00,0.00,0.00,-61.00,-3.00,58.00,2.00,0.00,
5120.00,4.00,129.00,105.00,6.00,5.00,3.00,0.00,80.00,6.00,5.00,0.00,0.00,
5121.00,4.00,149.00,96.00,5.00,4.00,3.00,0.00,52.00,76.00,0.00,0.00,0.00,
5122.00,5.00,113.00,67.00,0.00,-15.00,0.00,-3.00,-9.00,7.00,-18.00,0.00,0.00,
5123.00,5.00,55.00,40.00,0.00,-1.00,0.00,-3.00,-7.00,0.00,0.00,9.00,0.00,
5124.00,4.00,22.00,7.00,0.00,0.00,0.00,0.00,17.00,0.00,34.00,0.00,0.00,
5125.00,4.00,178.00,63.00,1.00,0.00,2.00,2.00,37.00,1.00,10.00,1.00,0.00,
5126.00,5.00,35.00,-26.00,1.00,-5.00,3.00,0.00,-66.00,0.00,158.00,0.00,0.00,
5127.00,4.00,145.00,78.00,4.00,4.00,3.00,3.00,6.00,1.00,176.00,0.00,0.00,
5128.00,5.00,92.00,-1.00,0.00,-3.00,0.00,-3.00,-11.00,-1.00,79.00,9.00,0.00,
5129.00,4.00,143.00,55.00,3.00,-2.00,2.67,-0.13,60.00,4.00,5.00,0.00,0.00,
5130.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
5131.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
5132.00,5.00,102.00,8.00,1.00,-3.00,3.00,0.00,16.00,0.00,163.00,12.00,0.00,
5133.00,4.00,85.00,70.00,0.00,0.00,0.00,0.00,24.00,3.00,1.00,13.00,0.00,
5134.00,5.00,173.00,-25.00,5.00,-2.00,2.80,-0.20,-27.00,-1.00,107.00,0.00,0.00,
5135.00,5.00,117.00,20.00,0.00,-1.00,0.00,-3.00,35.00,1.00,178.00,0.00,0.00,
5136.00,4.00,167.00,162.00,5.00,5.00,3.00,3.00,25.00,3.00,3.00,5.00,0.00,
5137.00,4.00,55.00,-26.00,1.00,0.00,3.00,0.00,28.00,1.00,9.00,3.00,0.00,
5138.00,4.00,52.00,37.00,0.00,0.00,0.00,0.00,32.00,1.00,15.00,3.00,0.00,
5139.00,5.00,138.00,0.00,1.00,-2.00,3.00,0.00,22.00,0.00,4.00,4.00,0.00,
5140.00,4.00,1.00,1.00,0.00,0.00,0.00,0.00,26.00,-1.00,0.00,34.00,0.00,
5141.00,5.00,149.00,15.00,0.00,-5.00,0.00,-3.00,-21.00,-5.00,593.00,-2.00,0.00,
5142.00,5.00,86.00,-7.00,1.00,-2.00,3.00,0.00,2.00,-1.00,249.00,2.00,0.00,
5143.00,4.00,131.00,28.00,8.00,5.00,3.00,0.00,10.00,1.00,94.00,0.00,0.00,
5144.00,4.00,97.00,4.00,1.00,0.00,3.00,0.00,32.00,2.00,2.00,0.00,0.00,
5145.00,5.00,56.00,6.00,1.00,-1.00,3.00,0.00,-3.00,0.00,3.00,13.00,0.00,
5146.00,3.00,32.00,32.00,0.00,0.00,0.00,0.00,16.00,1.00,0.00,0.00,0.00,
5147.00,5.00,117.00,62.00,8.00,5.00,3.00,0.00,143.00,0.00,15.00,0.00,0.00,
5148.00,5.00,132.00,17.00,2.00,2.00,3.00,3.00,-39.00,8.00,23.00,0.00,0.00,
5149.00,4.00,0.00,-5.00,1.00,1.00,3.00,3.00,-7.00,0.00,1.00,0.00,0.00,
5150.00,4.00,0.00,-5.00,0.00,0.00,0.00,0.00,-14.00,0.00,125.00,14.00,0.00,
5151.00,4.00,32.00,12.00,2.00,2.00,3.00,3.00,58.00,0.00,7.00,12.00,0.00,
5152.00,4.00,140.00,109.00,16.00,8.00,3.00,0.00,47.00,2.00,0.00,3.00,0.00,
5153.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
5154.00,4.00,60.00,60.00,2.00,2.00,2.50,2.50,52.00,0.00,0.00,0.00,0.00,
5155.00,4.00,91.00,30.00,1.00,-1.00,3.00,0.50,5.00,0.00,1.00,4.00,0.00,
5156.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
5157.00,5.00,132.00,24.00,2.00,-5.00,3.00,0.00,98.00,-40.00,2408.00,0.00,0.00,
5158.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,-11.00,0.00,5.00,20.00,0.00,
5159.00,5.00,121.00,11.00,0.00,-5.00,0.00,-3.00,-63.00,-2.00,422.00,0.00,0.00,
5160.00,5.00,108.00,78.00,1.00,-4.00,2.00,-0.60,38.00,4.00,0.00,16.00,0.00,
5161.00,4.00,203.00,9.00,0.00,-5.00,0.00,-3.00,16.00,-2.00,7.00,0.00,0.00,
5162.00,5.00,97.00,-22.00,1.00,1.00,2.00,2.00,20.00,2.00,28.00,0.00,0.00,
5163.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
5164.00,5.00,168.00,2.00,0.00,-6.00,0.00,-3.00,52.00,1.00,49.00,3.00,0.00,
5165.00,5.00,15.00,-38.00,0.00,-1.00,0.00,-3.00,-105.00,0.00,64.00,0.00,0.00,
5166.00,5.00,198.00,10.00,1.00,-9.00,3.00,0.10,-28.00,-2.00,716.00,0.00,0.00,
5167.00,5.00,32.00,22.00,0.00,-1.00,0.00,0.00,0.00,0.00,-58.00,4.00,0.00,
5168.00,4.00,20.00,-2.00,3.00,3.00,3.00,3.00,-6.00,0.00,82.00,3.00,0.00,
5169.00,4.00,97.00,97.00,3.00,3.00,3.00,3.00,106.00,34.00,0.00,34.00,0.00,
5170.00,5.00,43.00,32.00,1.00,-2.00,3.00,0.00,-18.00,0.00,121.00,9.00,0.00,
5171.00,5.00,103.00,-22.00,2.00,-7.00,3.00,0.00,-17.00,3.00,42.00,0.00,0.00,
5172.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
5173.00,4.00,86.00,51.00,0.00,-1.00,0.00,-3.00,83.00,1.00,13.00,0.00,0.00,
5174.00,4.00,181.00,176.00,1.00,1.00,0.00,0.00,76.00,5.00,0.00,0.00,0.00,
5175.00,4.00,11.00,6.00,3.00,3.00,3.00,3.00,-1.00,0.00,12.00,3.00,0.00,
5176.00,3.00,53.00,53.00,0.00,0.00,0.00,0.00,16.00,2.00,0.00,0.00,0.00,
5177.00,5.00,68.00,38.00,0.00,-3.00,0.00,-3.67,-18.00,1.00,19.00,0.00,0.00,
5178.00,5.00,87.00,74.00,2.00,2.00,3.00,3.00,26.00,0.00,-1.00,-2.00,0.00,
5179.00,5.00,12.00,-38.00,2.00,-17.00,3.00,0.00,-29.00,0.00,91.00,11.00,0.00,
5180.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,
5181.00,5.00,95.00,28.00,0.00,-1.00,0.00,-3.00,30.00,0.00,4.00,-3.00,0.00,
5182.00,5.00,76.00,55.00,6.00,5.00,3.00,0.00,16.00,0.00,3.00,0.00,0.00,
5183.00,5.00,111.00,85.00,1.00,0.00,3.00,0.00,30.00,2.00,2.00,1.00,0.00,
5184.00,4.00,146.00,146.00,3.00,3.00,3.33,3.33,344.00,2.00,0.00,0.00,0.00,
5185.00,4.00,74.00,74.00,1.00,1.00,2.00,2.00,61.00,0.00,0.00,0.00,0.00,
5186.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
5187.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
5188.00,5.00,0.00,-5.00,0.00,0.00,0.00,0.00,-7.00,0.00,48.00,0.00,0.00,
5189.00,4.00,41.00,-93.00,0.00,-10.00,0.00,-3.00,-108.00,0.00,65.00,1.00,0.00,
5190.00,5.00,88.00,56.00,1.00,0.00,3.00,0.00,61.00,1.00,1.00,2.00,0.00,
5191.00,5.00,10.00,-11.00,0.00,-1.00,0.00,-3.00,-9.00,0.00,1.00,4.00,0.00,
5192.00,3.00,49.00,49.00,0.00,0.00,0.00,0.00,18.00,1.00,0.00,0.00,0.00,
5193.00,5.00,40.00,40.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,
5194.00,3.00,108.00,108.00,0.00,0.00,0.00,0.00,108.00,0.00,0.00,0.00,0.00,
5195.00,5.00,91.00,63.00,4.00,3.00,3.00,3.00,43.00,3.00,45.00,-1.00,0.00,
5196.00,4.00,56.00,11.00,5.00,5.00,3.00,3.00,37.00,0.00,89.00,0.00,0.00,
5197.00,5.00,0.00,-5.00,0.00,0.00,0.00,0.00,-46.00,0.00,85.00,3.00,0.00,
5198.00,5.00,117.00,-53.00,0.00,0.00,0.00,0.00,-41.00,-2.00,3051.00,3.00,0.00,
5199.00,5.00,112.00,46.00,0.00,-4.00,0.00,-3.00,-5.00,1.00,7.00,0.00,0.00,
5200.00,5.00,182.00,-5.00,3.00,-3.00,3.00,0.00,1.00,-1.00,132.00,-1.00,0.00,
5201.00,5.00,20.00,-31.00,0.00,-3.00,0.00,-3.00,-76.00,0.00,144.00,4.00,0.00,
5202.00,3.00,0.00,0.00,2.00,2.00,3.00,3.00,18.00,0.00,0.00,0.00,0.00,
5203.00,4.00,37.00,32.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,5.00,0.00,
5204.00,4.00,91.00,91.00,0.00,0.00,0.00,0.00,59.00,0.00,0.00,1.00,0.00,
5205.00,5.00,128.00,25.00,2.00,-2.00,3.00,0.00,-6.00,0.00,14.00,-2.00,0.00,
5206.00,5.00,126.00,29.00,0.00,-5.00,0.00,-3.00,64.00,1.00,10.00,0.00,0.00,
5207.00,5.00,72.00,67.00,2.00,2.00,3.00,3.00,67.00,1.00,146.00,0.00,0.00,
5208.00,5.00,74.00,29.00,3.00,2.00,3.00,0.00,-2.00,4.00,16.00,3.00,0.00,
5209.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
5210.00,5.00,52.00,28.00,0.00,0.00,0.00,0.00,38.00,0.00,5.00,0.00,0.00,
5211.00,5.00,63.00,48.00,2.00,-1.00,3.00,0.00,34.00,1.00,0.00,-1.00,0.00,
5212.00,5.00,140.00,8.00,0.00,-2.00,0.00,-3.00,-36.00,-3.00,187.00,-1.00,0.00,
5213.00,5.00,48.00,8.00,1.00,-6.00,3.00,0.00,56.00,0.00,13.00,0.00,0.00,
5214.00,5.00,51.00,21.00,0.00,0.00,0.00,0.00,24.00,1.00,497.00,21.00,1.00,
5215.00,4.00,91.00,12.00,1.00,1.00,0.00,0.00,-6.00,-1.00,0.00,3.00,0.00,
5216.00,3.00,53.00,53.00,0.00,0.00,0.00,0.00,86.00,0.00,0.00,0.00,0.00,
5217.00,5.00,124.00,-9.00,8.00,1.00,3.00,-0.14,52.00,-1.00,10.00,5.00,0.00,
5218.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
5219.00,4.00,75.00,75.00,3.00,2.00,2.50,-0.50,10.00,2.00,0.00,3.00,0.00,
5220.00,5.00,58.00,53.00,0.00,0.00,0.00,0.00,0.00,1.00,7.00,-1.00,0.00,
5221.00,5.00,20.00,-49.00,0.00,-2.00,0.00,-3.00,-12.00,-1.00,0.00,5.00,0.00,
5222.00,5.00,60.00,55.00,1.00,0.00,3.00,0.00,-23.00,0.00,14.00,6.00,0.00,
5223.00,4.00,8.00,-8.00,0.00,-2.00,0.00,-3.00,-38.00,0.00,21.00,0.00,0.00,
5224.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
5225.00,4.00,101.00,86.00,1.00,1.00,0.00,0.00,8.00,1.00,3.00,6.00,0.00,
5226.00,5.00,0.00,-5.00,0.00,0.00,0.00,0.00,-24.00,0.00,1.00,3.00,0.00,
5227.00,5.00,145.00,21.00,0.00,-1.00,0.00,-3.00,75.00,2.00,248.00,12.00,0.00,
5228.00,5.00,18.00,-13.00,0.00,-3.00,0.00,-3.33,-12.00,0.00,3.00,5.00,0.00,
5229.00,5.00,143.00,2.00,7.00,1.00,3.00,0.00,-93.00,-2.00,702.00,0.00,0.00,
5230.00,5.00,107.00,56.00,2.00,2.00,3.00,3.00,31.00,4.00,11.00,3.00,0.00,
5231.00,5.00,119.00,119.00,1.00,1.00,3.00,3.00,73.00,2.00,0.00,3.00,0.00,
5232.00,4.00,156.00,61.00,8.00,8.00,3.00,3.00,52.00,0.00,2.00,0.00,0.00,
5233.00,5.00,141.00,77.00,4.00,2.00,2.75,0.25,131.00,1.00,0.00,-1.00,0.00,
5234.00,5.00,88.00,83.00,1.00,1.00,3.00,3.00,35.00,2.00,105.00,0.00,0.00,
5235.00,5.00,0.00,-41.00,0.00,0.00,0.00,0.00,-26.00,-1.00,27.00,7.00,0.00,
5236.00,4.00,41.00,-12.00,0.00,0.00,0.00,0.00,-16.00,0.00,9.00,3.00,0.00,
5237.00,5.00,32.00,32.00,0.00,-1.00,0.00,0.00,-9.00,0.00,0.00,0.00,0.00,
5238.00,5.00,0.00,-5.00,0.00,-1.00,0.00,0.00,-42.00,0.00,0.00,7.00,0.00,
5239.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,0.00,0.00,20.00,0.00,
5240.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,
5241.00,5.00,0.00,-31.00,0.00,0.00,0.00,0.00,-9.00,-1.00,0.00,8.00,0.00,
5242.00,5.00,0.00,-20.00,0.00,0.00,0.00,0.00,-67.00,0.00,0.00,0.00,0.00,
5243.00,5.00,4.00,-17.00,0.00,-7.00,0.00,-3.00,-35.00,0.00,17.00,1.00,0.00,
5244.00,5.00,10.00,-47.00,0.00,0.00,0.00,0.00,-11.00,-2.00,36.00,3.00,0.00,
5245.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
5246.00,5.00,16.00,0.00,1.00,1.00,3.00,3.00,-9.00,0.00,14.00,4.00,0.00,
5247.00,5.00,7.00,7.00,0.00,0.00,0.00,0.00,-16.00,0.00,4.00,4.00,0.00,
5248.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,-17.00,0.00,21.00,4.00,0.00,
5249.00,5.00,78.00,10.00,0.00,-1.00,0.00,-3.00,11.00,0.00,14.00,0.00,0.00,
5250.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,-12.00,0.00,12.00,21.00,0.00,
5251.00,5.00,0.00,-5.00,0.00,0.00,0.00,0.00,-14.00,0.00,2.00,20.00,0.00,
5252.00,5.00,113.00,1.00,4.00,2.00,3.00,0.00,31.00,-1.00,275.00,6.00,0.00,
5253.00,5.00,126.00,39.00,8.00,4.00,3.00,0.00,-17.00,2.00,14.00,0.00,0.00,
5254.00,4.00,133.00,133.00,5.00,5.00,3.00,3.00,110.00,3.00,0.00,0.00,0.00,
5255.00,4.00,5.00,-27.00,2.00,2.00,3.00,3.00,24.00,-1.00,0.00,1.00,0.00,
5256.00,4.00,168.00,86.00,0.00,0.00,0.00,0.00,97.00,6.00,0.00,0.00,0.00,
5257.00,4.00,5.00,-52.00,0.00,0.00,0.00,0.00,37.00,-2.00,11.00,0.00,0.00,
5258.00,3.00,39.00,39.00,2.00,2.00,3.00,3.00,108.00,0.00,0.00,0.00,0.00,
5259.00,4.00,10.00,-46.00,0.00,-1.00,0.00,-3.00,-33.00,-1.00,7.00,7.00,0.00,
5260.00,4.00,60.00,-1.00,0.00,-1.00,0.00,-3.00,-12.00,0.00,35.00,0.00,0.00,
5261.00,4.00,4.00,-39.00,0.00,0.00,0.00,0.00,-11.00,-3.00,11.00,5.00,0.00,
5262.00,4.00,51.00,1.00,4.00,2.00,2.50,0.00,103.00,-1.00,52.00,0.00,0.00,
5263.00,4.00,125.00,55.00,1.00,1.00,3.00,3.00,16.00,1.00,4.00,0.00,0.00,
5264.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
5265.00,4.00,207.00,75.00,5.00,4.00,2.80,-0.20,200.00,-1.00,853.00,0.00,0.00,
5266.00,4.00,47.00,-11.00,0.00,-3.00,0.00,-3.00,-6.00,-1.00,19.00,0.00,0.00,
5267.00,4.00,11.00,-30.00,1.00,1.00,3.00,3.00,-24.00,-1.00,11.00,3.00,0.00,
5268.00,4.00,69.00,20.00,3.00,3.00,3.00,3.00,51.00,-5.00,0.00,0.00,0.00,
5269.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
5270.00,4.00,5.00,-61.00,0.00,0.00,0.00,0.00,2.00,-1.00,21.00,4.00,0.00,
5271.00,3.00,158.00,-1.00,4.00,0.00,3.00,-0.50,18.00,0.00,5.00,0.00,1.00,
5272.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
5273.00,3.00,33.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,0.00,0.00,0.00,
5274.00,3.00,5.00,5.00,0.00,0.00,0.00,0.00,46.00,0.00,0.00,0.00,0.00,
5275.00,4.00,165.00,82.00,8.00,7.00,3.00,0.00,14.00,-3.00,6.00,0.00,0.00,
5276.00,3.00,17.00,17.00,1.00,1.00,3.00,3.00,34.00,0.00,0.00,0.00,0.00,
5277.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
5278.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
5279.00,4.00,109.00,77.00,1.00,0.00,2.00,-1.00,40.00,-2.00,0.00,0.00,0.00,
5280.00,4.00,6.00,-51.00,0.00,0.00,0.00,0.00,2.00,-2.00,22.00,4.00,0.00,
5281.00,4.00,80.00,11.00,2.00,-2.00,3.00,0.00,15.00,0.00,0.00,3.00,0.00,
5282.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
5283.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
5284.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,
5285.00,4.00,98.00,24.00,2.00,-3.00,3.00,0.20,-9.00,-1.00,85.00,0.00,0.00,
5286.00,4.00,141.00,104.00,1.00,1.00,3.00,3.00,79.00,2.00,3.00,0.00,0.00,
5287.00,4.00,25.00,-46.00,1.00,-3.00,3.00,0.00,26.00,-1.00,33.00,6.00,0.00,
5288.00,3.00,136.00,136.00,1.00,1.00,3.00,3.00,76.00,6.00,0.00,0.00,0.00,
5289.00,4.00,21.00,-22.00,2.00,2.00,3.00,3.00,-12.00,-1.00,3.00,1.00,0.00,
5290.00,4.00,61.00,3.00,3.00,3.00,2.33,2.33,-19.00,-5.00,6.00,0.00,0.00,
5291.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
5292.00,3.00,2.00,2.00,1.00,1.00,3.00,3.00,12.00,0.00,0.00,0.00,0.00,
5293.00,4.00,113.00,81.00,14.00,14.00,3.00,3.00,193.00,1.00,0.00,0.00,0.00,
5294.00,3.00,87.00,-44.00,4.00,-8.00,3.00,0.00,-65.00,-3.00,951.00,2.00,1.00,
5295.00,4.00,106.00,19.00,2.00,2.00,3.00,3.00,18.00,-6.00,0.00,0.00,0.00,
5296.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,
5297.00,3.00,97.00,97.00,0.00,0.00,0.00,0.00,120.00,1.00,0.00,0.00,0.00,
5298.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,-2.00,0.00,0.00,0.00,
5299.00,3.00,117.00,117.00,0.00,0.00,0.00,0.00,102.00,2.00,0.00,0.00,0.00,
5300.00,3.00,53.00,53.00,0.00,0.00,0.00,0.00,28.00,1.00,0.00,0.00,0.00,
5301.00,3.00,32.00,0.00,0.00,0.00,0.00,0.00,40.00,0.00,1.00,0.00,0.00,
5302.00,4.00,5.00,-46.00,0.00,0.00,0.00,0.00,-8.00,-1.00,0.00,0.00,0.00,
5303.00,4.00,151.00,-11.00,0.00,-1.00,0.00,-3.00,7.00,0.00,32.00,0.00,0.00,
5304.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
